video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,343.9985394477844,0.3105499744415283
output1.ts,5095740,340.8294081687927,0.20916247367858887
output7.ts,8027976,338.5696768760681,0.19764018058776855
output23.ts,5042724,341.6196942329407,0.19356107711791992
output22.ts,4866756,342.0665383338928,0.19673800468444824
output29.ts,6691296,340.28000831604004,0.21701717376708984
output24.ts,5454444,341.02474451065063,0.19583845138549805
output12.ts,8384424,338.25899362564087,0.19215917587280273
output28.ts,6103044,340.647554397583,0.19614291191101074
output18.ts,3497928,340.75493812561035,0.1975998878479004
output20.ts,4647736,343.312668800354,0.19485950469970703
output17.ts,3526128,340.2119755744934,0.19656991958618164
output27.ts,6162828,340.6313180923462,0.20610475540161133
output19.ts,3990112,340.106999874115,0.1938486099243164
output21.ts,4236392,340.97442626953125,0.21301770210266113
output10.ts,8562272,338.44538927078247,0.20274114608764648
output5.ts,6972920,341.72115325927734,0.18705344200134277
output16.ts,4495832,339.63993787765503,0.19318938255310059
output4.ts,5974076,337.52022981643677,0.199202299118042
output15.ts,10896480,337.52931356430054,0.20042943954467773
output9.ts,8634464,337.25695610046387,0.19806218147277832
output6.ts,7490108,340.52706956863403,0.1971747875213623
output11.ts,8662288,339.06404972076416,0.1980588436126709
output13.ts,10118536,339.5770192146301,0.21942639350891113
output25.ts,5734564,339.0978813171387,0.2145218849182129
output2.ts,5244072,341.8119430541992,0.19139528274536133
output26.ts,5520808,338.5546922683716,0.22406315803527832
output14.ts,10756984,337.61948347091675,0.4158506393432617
