video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,133.54952335357666,0.4793660640716553
output1.ts,5095740,129.47462797164917,0.37611889839172363
output7.ts,8027976,131.1299204826355,0.47591400146484375
output23.ts,5042724,131.87588453292847,0.27153754234313965
output22.ts,4866756,131.42833709716797,0.27658748626708984
output29.ts,6691296,132.79027938842773,0.2825312614440918
output24.ts,5454444,132.61115550994873,0.3187384605407715
output12.ts,8384424,130.17621040344238,0.25380659103393555
output28.ts,6103044,132.340407371521,0.30535387992858887
output18.ts,3497928,130.41672706604004,0.29931092262268066
output20.ts,4647736,133.11306238174438,0.3464243412017822
output17.ts,3526128,128.69409322738647,0.25891947746276855
output27.ts,6162828,131.51389360427856,0.30558013916015625
output19.ts,3990112,133.96427631378174,0.3089921474456787
output21.ts,4236392,127.59436368942262,0.34858036041259766
output10.ts,8562272,133.69195461273193,0.2891829013824463
output5.ts,6972920,131.41701221466064,0.2797975540161133
output16.ts,4495832,134.8270297050476,0.29686403274536133
output4.ts,5974076,131.49633407592773,0.28875041007995605
output15.ts,10896480,132.22259283065796,0.302980899810791
output9.ts,8634464,129.72633838653564,0.3045339584350586
output6.ts,7490108,130.0197720527649,0.2951035499572754
output11.ts,8662288,130.1099181175232,0.27309107780456543
output13.ts,10118536,131.63524866104126,0.27768564224243164
output25.ts,5734564,135.3272557258606,0.2483973503112793
output2.ts,5244072,128.62712144851685,0.25597357749938965
output26.ts,5520808,128.66525650024414,0.2780296802520752
output14.ts,10756984,133.27534198760986,0.29200172424316406
