video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,129.56794500350952,0.29924678802490234
output15.ts,10896480,128.41308116912842,0.3010706901550293
output23.ts,5042724,128.86080741882324,0.279294490814209
output26.ts,5520808,128.67447137832642,0.281144380569458
output28.ts,6103044,127.48465538024902,0.2516303062438965
output21.ts,4236392,127.81549692153932,0.6494133472442627
output12.ts,8384424,127.64805555343628,0.28974223136901855
output1.ts,5095740,130.32963275909424,0.24941563606262207
output13.ts,10118536,128.1941533088684,0.2568705081939697
output22.ts,4866756,128.64437103271484,0.2578709125518799
output10.ts,8562272,129.18003797531128,0.25990843772888184
output2.ts,5244072,128.49797010421753,0.23759818077087402
output5.ts,6972920,128.09971570968628,0.2818326950073242
output9.ts,8634464,130.61600923538208,0.27080512046813965
output18.ts,3497928,129.3644666671753,0.286541223526001
output27.ts,6162828,128.25320959091187,0.2999286651611328
output8.ts,8307908,132.20568895339966,0.2596728801727295
output25.ts,5734564,126.75338983535767,0.26393628120422363
output29.ts,6691296,127.29729413986207,0.2789607048034668
output11.ts,8662288,128.6768078804016,1.4233331680297852
output20.ts,4647736,128.11849117279053,0.24220037460327148
output24.ts,5454444,127.21757888793944,0.2800416946411133
output7.ts,8027976,128.5638689994812,0.26285672187805176
output4.ts,5974076,129.77014780044556,0.28125476837158203
output14.ts,10756984,129.04269695281982,0.23351812362670898
output16.ts,4495832,128.41756343841553,0.24251151084899902
output19.ts,3990112,129.66214418411255,0.26062440872192383
output6.ts,7490108,128.185772895813,0.28201961517333984
