video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,280.6005597114563,0.3285374641418457
output1.ts,5095740,280.42818307876587,0.26233959197998047
output7.ts,8027976,285.49753427505493,0.4190058708190918
output23.ts,5042724,286.17422580718994,0.2624788284301758
output22.ts,4866756,272.21089601516724,0.2772817611694336
output29.ts,6691296,284.4601273536682,0.2626025676727295
output24.ts,5454444,329.44504022598267,0.2551877498626709
output12.ts,8384424,281.5731883049011,0.27622485160827637
output28.ts,6103044,284.48413610458374,0.27962589263916016
output18.ts,3497928,282.5919270515442,0.27306342124938965
output20.ts,4647736,281.67901039123535,0.24821686744689941
output17.ts,3526128,282.9047441482544,0.2517709732055664
output27.ts,6162828,273.5098123550415,0.28385138511657715
output19.ts,3990112,276.3429284095764,0.200822114944458
output21.ts,4236392,278.4541726112366,0.24863171577453613
output10.ts,8562272,278.9473295211792,0.24504590034484863
output5.ts,6972920,281.1947822570801,0.2126483917236328
output16.ts,4495832,282.803738117218,0.19598746299743652
output4.ts,5974076,286.64870262145996,0.24673104286193848
output15.ts,10896480,278.9443373680115,0.25089192390441895
output9.ts,8634464,279.9866795539856,0.2014298439025879
output6.ts,7490108,281.70342445373535,0.19440841674804688
output11.ts,8662288,281.40952587127686,0.18643617630004883
output13.ts,10118536,280.5316209793091,0.19723272323608398
output25.ts,5734564,278.0846357345581,0.24684882164001465
output2.ts,5244072,282.49220848083496,0.25401830673217773
output26.ts,5520808,286.060893535614,0.20233392715454102
output14.ts,10756984,279.8694610595703,0.18846607208251953
