video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,324.0002751350403,0.24759936332702637
output15.ts,10896480,325.1842737197876,0.21010899543762207
output23.ts,5042724,323.28394651412964,0.21407103538513184
output26.ts,5520808,322.9591965675354,0.21784734725952148
output28.ts,6103044,323.2459783554077,0.21719002723693848
output21.ts,4236392,323.04511070251465,0.6468682289123535
output12.ts,8384424,321.964955329895,0.21751928329467773
output1.ts,5095740,322.8659152984619,0.22916889190673828
output13.ts,10118536,323.9642262458801,0.21207523345947266
output22.ts,4866756,322.21299409866333,0.21114492416381836
output10.ts,8562272,324.357008934021,0.22154951095581055
output2.ts,5244072,321.62519693374634,0.21596217155456543
output5.ts,6972920,322.99463748931885,0.2093217372894287
output9.ts,8634464,322.59591817855835,0.20873045921325684
output18.ts,3497928,322.40123748779297,0.2043006420135498
output27.ts,6162828,321.78481817245483,0.2126634120941162
output8.ts,8307908,322.9017734527588,0.22801852226257324
output25.ts,5734564,321.07551097869873,0.20987224578857422
output29.ts,6691296,322.4061369895935,0.20981931686401367
output11.ts,8662288,322.89010286331177,1.5286121368408203
output20.ts,4647736,323.0738878250122,0.21486711502075195
output24.ts,5454444,321.9603419303894,0.22666335105895996
output7.ts,8027976,321.4538812637329,0.21459388732910156
output4.ts,5974076,321.4699149131775,0.21055984497070312
output14.ts,10756984,324.3971109390259,0.23141169548034668
output16.ts,4495832,322.32524156570435,0.2086181640625
output19.ts,3990112,323.01563024520874,0.21047329902648926
output6.ts,7490108,323.8394498825073,0.21176409721374512
