video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,131.97860717773438,0.36501073837280273
output1.ts,5095740,132.20289945602417,0.3231699466705322
output7.ts,8027976,129.91671562194824,0.27973103523254395
output23.ts,5042724,131.100594997406,0.2951369285583496
output22.ts,4866756,127.71145105361938,0.3064711093902588
output29.ts,6691296,132.24599361419678,0.2881298065185547
output24.ts,5454444,129.6531081199646,0.25573205947875977
output12.ts,8384424,126.52453184127808,0.27992701530456543
output28.ts,6103044,131.50116205215454,0.30984926223754883
output18.ts,3497928,129.38352823257446,0.25739073753356934
output20.ts,4647736,131.8630576133728,0.29393529891967773
output17.ts,3526128,131.26732110977173,0.25078320503234863
output27.ts,6162828,131.80696964263916,0.29059600830078125
output19.ts,3990112,128.14087867736816,0.28950977325439453
output21.ts,4236392,128.8323998451233,0.31238651275634766
output10.ts,8562272,129.7677993774414,0.2918078899383545
output5.ts,6972920,128.66195440292358,0.30788278579711914
output16.ts,4495832,133.5260033607483,0.3341505527496338
output4.ts,5974076,131.96533918380737,0.2928941249847412
output15.ts,10896480,129.4726848602295,0.2700045108795166
output9.ts,8634464,130.7957887649536,0.24866366386413574
output6.ts,7490108,132.02613592147827,0.27135157585144043
output11.ts,8662288,130.5924654006958,0.32898998260498047
output13.ts,10118536,130.00470399856567,0.30276012420654297
output25.ts,5734564,132.03725814819336,0.24191498756408691
output2.ts,5244072,132.71273374557495,0.2696080207824707
output26.ts,5520808,133.036470413208,0.2927069664001465
output14.ts,10756984,129.00019884109497,0.3240489959716797
