video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,196.80436849594116,0.21747040748596191
output1.ts,5095740,198.31221103668213,0.24365806579589844
output7.ts,8027976,198.7762212753296,0.23682665824890137
output23.ts,5042724,196.01993560791016,0.24062538146972656
output22.ts,4866756,201.79471969604492,0.19827556610107422
output29.ts,6691296,201.75589323043823,0.23625874519348145
output24.ts,5454444,205.67164421081543,0.20029807090759277
output12.ts,8384424,207.21426010131836,0.24471664428710938
output28.ts,6103044,203.09799909591675,0.2350902557373047
output18.ts,3497928,212.64861822128296,0.20261383056640625
output20.ts,4647736,209.7883701324463,0.18684887886047363
output17.ts,3526128,215.37022590637207,0.24958038330078125
output27.ts,6162828,208.2816243171692,0.25426173210144043
output19.ts,3990112,212.02341318130493,0.20326662063598633
output21.ts,4236392,207.69339799880981,0.2811284065246582
output10.ts,8562272,210.03392934799194,0.1998765468597412
output5.ts,6972920,162.382173538208,0.18702268600463867
output16.ts,4495832,155.7694911956787,0.18999004364013672
output4.ts,5974076,158.3538055419922,0.1897413730621338
output15.ts,10896480,167.91620254516602,0.19359874725341797
output9.ts,8634464,170.14940977096558,0.19181013107299805
output6.ts,7490108,174.15356636047363,0.1954050064086914
output11.ts,8662288,174.02431964874268,0.2544596195220947
output13.ts,10118536,171.97734117507935,0.1949923038482666
output25.ts,5734564,173.53781461715698,0.24246454238891602
output2.ts,5244072,179.57780361175537,0.2144310474395752
output26.ts,5520808,192.3282504081726,0.2586677074432373
output14.ts,10756984,191.4210081100464,0.20661306381225586
