video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,150.003182888031,0.2990853786468506
output1.ts,5095740,148.82179498672485,0.20254158973693848
output7.ts,8027976,147.66639471054077,0.19344878196716309
output23.ts,5042724,149.84843730926514,0.18670129776000977
output22.ts,4866756,149.0466833114624,0.19298529624938965
output29.ts,6691296,149.34568405151367,0.1870100498199463
output24.ts,5454444,150.54949522018433,0.1937580108642578
output12.ts,8384424,150.46114921569824,0.19490838050842285
output28.ts,6103044,149.97566938400269,0.18897294998168945
output18.ts,3497928,150.41418075561523,0.19256901741027832
output20.ts,4647736,149.986732006073,0.19154763221740723
output17.ts,3526128,148.4532117843628,0.18780732154846191
output27.ts,6162828,149.40539598464966,0.19367361068725586
output19.ts,3990112,149.82843399047852,0.19433212280273438
output21.ts,4236392,148.7278699874878,0.19757509231567383
output10.ts,8562272,148.6419916152954,0.19369935989379883
output5.ts,6972920,150.17197132110596,0.19856619834899902
output16.ts,4495832,149.91992712020874,0.19942188262939453
output4.ts,5974076,160.37168502807617,0.19906044006347656
output15.ts,10896480,147.32766151428223,0.20212030410766602
output9.ts,8634464,150.4265546798706,0.19933652877807617
output6.ts,7490108,152.78310775756836,0.200730562210083
output11.ts,8662288,149.92269277572632,0.19292807579040527
output13.ts,10118536,150.85102319717407,0.1927320957183838
output25.ts,5734564,151.5514373779297,0.19267797470092773
output2.ts,5244072,149.83055591583252,0.1847856044769287
output26.ts,5520808,149.92337226867676,0.19312691688537598
output14.ts,10756984,149.01202917099,0.19286775588989258
