video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,139.6597146987915,0.3384881019592285
output15.ts,10896480,138.02518844604492,0.3135550022125244
output23.ts,5042724,139.37256336212158,0.3280069828033447
output26.ts,5520808,138.68664503097534,0.3256218433380127
output28.ts,6103044,135.98456382751465,0.32629942893981934
output21.ts,4236392,139.0096664428711,0.7383191585540771
output12.ts,8384424,138.84766101837158,0.32062673568725586
output1.ts,5095740,138.3897066116333,0.29622793197631836
output13.ts,10118536,138.36536407470703,0.31299495697021484
output22.ts,4866756,137.60945796966553,0.3117852210998535
output10.ts,8562272,138.09386491775513,0.3175482749938965
output2.ts,5244072,137.95970678329468,0.30373167991638184
output5.ts,6972920,138.068687915802,0.30699920654296875
output9.ts,8634464,137.90093660354614,0.28484606742858887
output18.ts,3497928,138.018798828125,0.30427980422973633
output27.ts,6162828,137.2652769088745,0.31496572494506836
output8.ts,8307908,137.34444379806519,0.3005046844482422
output25.ts,5734564,134.22869443893433,0.311265230178833
output29.ts,6691296,139.1597867012024,0.30257678031921387
output11.ts,8662288,138.38363885879517,1.5433757305145264
output20.ts,4647736,136.99127435684204,0.28308773040771484
output24.ts,5454444,137.06685304641724,0.3165874481201172
output7.ts,8027976,139.01184797286987,0.31084704399108887
output4.ts,5974076,138.99308443069458,0.3143017292022705
output14.ts,10756984,136.73474788665771,0.2986760139465332
output16.ts,4495832,135.4193925857544,0.3044438362121582
output19.ts,3990112,138.56608867645264,0.33473849296569824
output6.ts,7490108,138.76025676727295,0.3188343048095703
