video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,128.26619148254395,0.43035054206848145
output1.ts,5095740,125.35132169723512,0.30387282371520996
output7.ts,8027976,122.45820760726929,0.5095944404602051
output23.ts,5042724,123.81751537322998,0.334517240524292
output22.ts,4866756,127.91388034820555,0.30362725257873535
output29.ts,6691296,123.60936403274536,0.30113649368286133
output24.ts,5454444,123.84274005889893,0.2448267936706543
output12.ts,8384424,121.9333291053772,0.2576572895050049
output28.ts,6103044,123.18011522293091,0.3394794464111328
output18.ts,3497928,125.01037120819092,0.31090569496154785
output20.ts,4647736,126.5212893486023,0.24360179901123047
output17.ts,3526128,125.18199682235718,0.26053547859191895
output27.ts,6162828,125.53927898406982,0.284926176071167
output19.ts,3990112,119.00722980499268,0.27062320709228516
output21.ts,4236392,126.40491724014282,0.2949554920196533
output10.ts,8562272,124.30623769760132,0.31879472732543945
output5.ts,6972920,125.49668550491333,0.27947378158569336
output16.ts,4495832,120.74254751205444,0.30744338035583496
output4.ts,5974076,127.74642705917358,0.3113386631011963
output15.ts,10896480,120.60712575912476,0.26572227478027344
output9.ts,8634464,124.67975616455078,0.2380681037902832
output6.ts,7490108,126.5336751937866,0.2774512767791748
output11.ts,8662288,120.19606828689575,0.3515622615814209
output13.ts,10118536,122.61472940444946,0.31177544593811035
output25.ts,5734564,126.24310255050658,0.2596616744995117
output2.ts,5244072,125.96156597137451,0.25690484046936035
output26.ts,5520808,125.80692768096924,0.2839012145996094
output14.ts,10756984,126.23181343078613,0.362684965133667
