video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,3645.5626249313354,0.25899386405944824
output15.ts,10896480,3346.8995213508606,0.2374730110168457
output23.ts,5042724,3348.974120616913,0.24868297576904297
output26.ts,5520808,3435.7996106147766,0.25119662284851074
output28.ts,6103044,3420.278513431549,0.25653767585754395
output21.ts,4236392,3349.1676092147827,0.6944797039031982
output12.ts,8384424,3691.6773676872253,0.24242639541625977
output1.ts,5095740,3346.411716938019,0.24623417854309082
output13.ts,10118536,3352.76015996933,0.24570631980895996
output22.ts,4866756,3337.279427051544,0.2500162124633789
output10.ts,8562272,3593.167543411255,0.244584321975708
output2.ts,5244072,3400.5618572235107,0.24856996536254883
output5.ts,6972920,3292.867410182953,0.24131035804748535
output9.ts,8634464,3358.7815284729004,0.2561163902282715
output18.ts,3497928,3641.3726568222046,0.2418208122253418
output27.ts,6162828,3324.1971850395203,0.24704408645629883
output8.ts,8307908,3351.9362807273865,0.2437903881072998
output25.ts,5734564,3336.657130718231,0.24175333976745605
output29.ts,6691296,3364.6846294403076,0.24136567115783691
output11.ts,8662288,3328.0954241752625,1.5944373607635498
output20.ts,4647736,3414.160192012787,0.2533590793609619
output24.ts,5454444,3284.3124985694885,0.24892282485961914
output7.ts,8027976,3714.638912677765,0.23822402954101562
output4.ts,5974076,3395.461368560791,0.24588561058044434
output14.ts,10756984,3317.0308470726013,0.2471787929534912
output16.ts,4495832,3337.5136375427246,0.24306917190551758
output19.ts,3990112,3306.8093180656433,0.24557948112487793
output6.ts,7490108,3303.7500619888306,0.23830294609069824
