video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,147.61571884155273,0.35794878005981445
output1.ts,5095740,148.92370700836182,0.22197890281677246
output7.ts,8027976,150.05744695663452,0.21625542640686035
output23.ts,5042724,145.7823395729065,0.2137317657470703
output22.ts,4866756,145.2895998954773,0.23791718482971191
output29.ts,6691296,144.9207305908203,0.22562170028686523
output24.ts,5454444,148.4506607055664,0.20740389823913574
output12.ts,8384424,146.70108556747437,0.20265984535217285
output28.ts,6103044,145.70246934890747,0.20275354385375977
output18.ts,3497928,145.15339136123657,0.19422245025634766
output20.ts,4647736,147.33033180236816,0.2004082202911377
output17.ts,3526128,145.0771689414978,0.2026076316833496
output27.ts,6162828,144.67138051986694,0.20509791374206543
output19.ts,3990112,146.3038206100464,0.20282745361328125
output21.ts,4236392,145.04915475845337,0.20223402976989746
output10.ts,8562272,144.9938416481018,0.20061254501342773
output5.ts,6972920,143.69763135910034,0.19499945640563965
output16.ts,4495832,143.5240626335144,0.1957228183746338
output4.ts,5974076,144.68835592269897,0.19678950309753418
output15.ts,10896480,144.46790218353271,0.19146203994750977
output9.ts,8634464,145.19367218017578,0.19417643547058105
output6.ts,7490108,144.30971145629883,0.19228291511535645
output11.ts,8662288,145.26740312576294,0.20024681091308594
output13.ts,10118536,145.25351524353027,0.19902920722961426
output25.ts,5734564,145.3455090522766,0.1977083683013916
output2.ts,5244072,143.93655061721802,0.20798182487487793
output26.ts,5520808,147.11123704910278,0.2011253833770752
output14.ts,10756984,147.8499174118042,0.2070026397705078
