video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,128.5417079925537,0.24759316444396973
output15.ts,10896480,128.27759981155396,0.19791483879089355
output23.ts,5042724,125.38005113601686,0.20030689239501953
output26.ts,5520808,126.60468816757204,0.20201897621154785
output28.ts,6103044,126.45249366760252,0.2008965015411377
output21.ts,4236392,133.45887660980225,0.5885019302368164
output12.ts,8384424,125.36864280700682,0.19630074501037598
output1.ts,5095740,126.61029100418092,0.18268942832946777
output13.ts,10118536,125.88506937026978,0.18818402290344238
output22.ts,4866756,125.47810077667238,0.1890714168548584
output10.ts,8562272,126.64353847503662,0.1869814395904541
output2.ts,5244072,126.34174823760985,0.19183993339538574
output5.ts,6972920,127.78130769729614,0.1883716583251953
output9.ts,8634464,125.7155179977417,0.19225049018859863
output18.ts,3497928,127.30751037597656,0.1902165412902832
output27.ts,6162828,127.10248231887816,0.18534350395202637
output8.ts,8307908,125.10952949523926,0.1790921688079834
output25.ts,5734564,125.60201883316041,0.1871025562286377
output29.ts,6691296,126.65058374404909,0.18909263610839844
output11.ts,8662288,126.1073350906372,1.2827792167663574
output20.ts,4647736,126.19900703430176,0.18334150314331055
output24.ts,5454444,130.43540716171265,0.18538451194763184
output7.ts,8027976,126.40541791915894,0.1901109218597412
output4.ts,5974076,125.7193922996521,0.17989301681518555
output14.ts,10756984,127.01519727706909,0.18706917762756348
output16.ts,4495832,126.57657861709595,0.18664026260375977
output19.ts,3990112,126.24216079711914,0.18998432159423828
output6.ts,7490108,126.21140480041504,0.18555974960327148
