video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,133.06243419647217,0.39290428161621094
output1.ts,5095740,132.40282535552979,0.32114505767822266
output7.ts,8027976,129.75881099700928,0.4746222496032715
output23.ts,5042724,133.8038682937622,0.274599552154541
output22.ts,4866756,131.54175281524658,0.27559924125671387
output29.ts,6691296,132.06864595413208,0.26677489280700684
output24.ts,5454444,132.07621574401855,0.2682943344116211
output12.ts,8384424,130.43382167816162,0.2771751880645752
output28.ts,6103044,132.16261863708496,0.29879188537597656
output18.ts,3497928,131.635320186615,0.25045323371887207
output20.ts,4647736,129.55145835876465,0.27411913871765137
output17.ts,3526128,131.04676008224487,0.25086545944213867
output27.ts,6162828,132.9758882522583,0.2854492664337158
output19.ts,3990112,132.19503164291382,0.28137946128845215
output21.ts,4236392,132.83840417861938,0.2986431121826172
output10.ts,8562272,131.31253719329834,0.2729487419128418
output5.ts,6972920,130.95290660858154,0.27961230278015137
output16.ts,4495832,133.78229141235352,0.29938507080078125
output4.ts,5974076,130.21594285964966,0.2980532646179199
output15.ts,10896480,133.26902389526367,0.27585911750793457
output9.ts,8634464,134.28709506988525,0.2493419647216797
output6.ts,7490108,134.85629558563232,0.2683994770050049
output11.ts,8662288,135.11407375335693,0.2984039783477783
output13.ts,10118536,127.81155109405518,0.317807674407959
output25.ts,5734564,132.94036388397217,0.2470414638519287
output2.ts,5244072,133.2530379295349,0.2567462921142578
output26.ts,5520808,132.96146392822266,0.28207874298095703
output14.ts,10756984,132.08324909210205,0.326901912689209
