video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,218.62454414367676,0.21445608139038086
output15.ts,10896480,218.35144758224487,0.18866991996765137
output23.ts,5042724,213.9594316482544,0.2014009952545166
output26.ts,5520808,216.9623613357544,0.20224547386169434
output28.ts,6103044,216.43892526626587,0.20356011390686035
output21.ts,4236392,217.34579801559448,0.592238187789917
output12.ts,8384424,219.6556806564331,0.19445395469665527
output1.ts,5095740,217.4818515777588,0.1917271614074707
output13.ts,10118536,217.9654836654663,0.20647335052490234
output22.ts,4866756,217.5199270248413,0.1899852752685547
output10.ts,8562272,216.23804569244385,0.20611238479614258
output2.ts,5244072,216.21592044830322,0.18564081192016602
output5.ts,6972920,216.80809259414673,0.18766331672668457
output9.ts,8634464,216.27848148345947,0.20190167427062988
output18.ts,3497928,215.76005220413208,0.19807171821594238
output27.ts,6162828,217.37931966781616,0.1950063705444336
output8.ts,8307908,216.27191305160522,0.1996476650238037
output25.ts,5734564,217.30505228042603,0.1926429271697998
output29.ts,6691296,216.10541343688965,0.20610547065734863
output11.ts,8662288,219.68964338302612,1.291494607925415
output20.ts,4647736,217.49457120895386,0.2040114402770996
output24.ts,5454444,216.99581146240234,0.19983410835266113
output7.ts,8027976,220.95186710357666,0.19487857818603516
output4.ts,5974076,216.41181707382202,0.2046833038330078
output14.ts,10756984,216.5913224220276,0.20370912551879883
output16.ts,4495832,216.54887199401855,0.19879460334777832
output19.ts,3990112,217.1563744544983,0.19520354270935059
output6.ts,7490108,218.74382495880127,0.21108031272888184
