video,size[kb],exec_time[s],model_load[s]
output8.ts,8307908,223.720383644104,0.28666067123413086
output1.ts,5095740,225.10755062103271,0.20069313049316406
output7.ts,8027976,222.69097566604614,0.18458867073059082
output23.ts,5042724,220.77670097351074,0.18483591079711914
output22.ts,4866756,223.26691150665283,0.18994712829589844
output29.ts,6691296,222.53336906433105,0.18211960792541504
output24.ts,5454444,223.87008666992188,0.2009871006011963
output12.ts,8384424,221.51193618774414,0.19635653495788574
output28.ts,6103044,221.61132097244263,0.1872107982635498
output18.ts,3497928,226.81890726089478,0.1910076141357422
output20.ts,4647736,224.55334663391113,0.19118475914001465
output17.ts,3526128,224.90829229354858,0.1880183219909668
output27.ts,6162828,245.94907760620117,0.18884849548339844
output19.ts,3990112,223.12997579574585,0.1878032684326172
output21.ts,4236392,223.21470975875854,0.18878626823425293
output10.ts,8562272,219.09639835357666,0.1917266845703125
output5.ts,6972920,226.78099870681763,0.18672561645507812
output16.ts,4495832,239.55466747283936,0.1848897933959961
output4.ts,5974076,225.36072731018066,0.1902022361755371
output15.ts,10896480,237.54831552505493,0.191070556640625
output9.ts,8634464,224.54549074172974,0.18393921852111816
output6.ts,7490108,218.64349842071533,0.18536019325256348
output11.ts,8662288,222.07024097442627,0.19328069686889648
output13.ts,10118536,221.33290767669678,0.193558931350708
output25.ts,5734564,224.48718547821045,0.18594002723693848
output2.ts,5244072,223.67151975631714,0.1896510124206543
output26.ts,5520808,221.23197317123413,0.18506526947021484
output14.ts,10756984,221.08601331710815,0.18940162658691406
