video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,132.2339653968811,0.3134317398071289
output15.ts,10896480,130.57584762573242,0.30675482749938965
output23.ts,5042724,130.67736625671387,0.2907261848449707
output26.ts,5520808,131.7975640296936,0.2780780792236328
output28.ts,6103044,130.29041290283203,0.291593074798584
output21.ts,4236392,130.93513250350952,0.6788680553436279
output12.ts,8384424,132.3621392250061,0.2851836681365967
output1.ts,5095740,130.48337697982788,0.2527482509613037
output13.ts,10118536,129.3641448020935,0.2935762405395508
output22.ts,4866756,129.87957000732422,0.26593613624572754
output10.ts,8562272,129.16096448898315,0.26529645919799805
output2.ts,5244072,131.58252239227295,0.2756922245025635
output5.ts,6972920,131.70469999313354,0.30188632011413574
output9.ts,8634464,132.38905668258667,0.25105977058410645
output18.ts,3497928,129.0902853012085,0.2626323699951172
output27.ts,6162828,131.35967254638672,0.29675793647766113
output8.ts,8307908,132.21948146820068,0.2900526523590088
output25.ts,5734564,131.5127968788147,0.2667429447174072
output29.ts,6691296,132.45126008987427,0.29616212844848633
output11.ts,8662288,132.2594165802002,1.4820537567138672
output20.ts,4647736,130.78066110610962,0.24696731567382812
output24.ts,5454444,130.46637773513794,0.2643105983734131
output7.ts,8027976,131.1854362487793,0.28597211837768555
output4.ts,5974076,130.3235411643982,0.29201722145080566
output14.ts,10756984,133.54012966156006,0.23630881309509277
output16.ts,4495832,130.02731800079346,0.24884629249572754
output19.ts,3990112,128.27956676483154,0.25771594047546387
output6.ts,7490108,130.64278364181519,0.2702784538269043
