video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,131.06924295425415,0.2984185218811035
output15.ts,10896480,129.6384334564209,0.3000359535217285
output23.ts,5042724,130.55578470230103,0.26758337020874023
output26.ts,5520808,131.88397884368896,0.28037047386169434
output28.ts,6103044,130.68796396255493,0.2581005096435547
output21.ts,4236392,130.8958888053894,0.6754069328308105
output12.ts,8384424,131.05028867721558,0.29826974868774414
output1.ts,5095740,130.80374002456665,0.24058318138122559
output13.ts,10118536,129.9177050590515,0.2811570167541504
output22.ts,4866756,131.50326013565063,0.2511606216430664
output10.ts,8562272,129.0462613105774,0.2910592555999756
output2.ts,5244072,128.45797538757324,0.23845505714416504
output5.ts,6972920,130.62326908111572,0.2698225975036621
output9.ts,8634464,129.25668954849243,0.28502511978149414
output18.ts,3497928,130.23465871810913,0.2935783863067627
output27.ts,6162828,129.96784448623657,0.2906229496002197
output8.ts,8307908,131.11388683319092,0.25156259536743164
output25.ts,5734564,129.63590621948242,0.2694551944732666
output29.ts,6691296,131.72937631607056,0.2794365882873535
output11.ts,8662288,130.2631974220276,1.467771053314209
output20.ts,4647736,129.09326553344727,0.24764728546142578
output24.ts,5454444,130.97412586212158,0.2723360061645508
output7.ts,8027976,129.65197563171387,0.2714064121246338
output4.ts,5974076,128.92613410949707,0.28397250175476074
output14.ts,10756984,131.40937089920044,0.23067259788513184
output16.ts,4495832,129.59232330322266,0.24654269218444824
output19.ts,3990112,131.96128606796265,0.2696413993835449
output6.ts,7490108,130.25883436203003,0.26607751846313477
