video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,136.61988973617554,0.3316006660461426
output15.ts,10896480,137.14220523834229,0.3268454074859619
output23.ts,5042724,138.36054801940918,0.2992362976074219
output26.ts,5520808,137.31974363327026,0.32224583625793457
output28.ts,6103044,137.37167119979858,0.32367730140686035
output21.ts,4236392,138.06819915771484,0.741546630859375
output12.ts,8384424,137.11429834365845,0.29827284812927246
output1.ts,5095740,137.7450942993164,0.3078892230987549
output13.ts,10118536,138.81916999816895,0.3291614055633545
output22.ts,4866756,137.90043592453003,0.29616546630859375
output10.ts,8562272,138.40806484222412,0.2878749370574951
output2.ts,5244072,138.04022073745728,0.2925906181335449
output5.ts,6972920,138.6890411376953,0.3061349391937256
output9.ts,8634464,138.50629329681396,0.3099217414855957
output18.ts,3497928,138.03225755691528,0.2945096492767334
output27.ts,6162828,139.08966779708862,0.3027224540710449
output8.ts,8307908,138.50868940353394,0.3003683090209961
output25.ts,5734564,138.11265230178833,0.29652953147888184
output29.ts,6691296,137.91768550872803,0.2960803508758545
output11.ts,8662288,138.0942702293396,1.5436184406280518
output20.ts,4647736,137.19522953033447,0.27014708518981934
output24.ts,5454444,137.34432458877563,0.3124210834503174
output7.ts,8027976,138.5493516921997,0.30213260650634766
output4.ts,5974076,138.8835310935974,0.3143031597137451
output14.ts,10756984,138.53695392608643,0.27654552459716797
output16.ts,4495832,137.6509428024292,0.2759857177734375
output19.ts,3990112,137.79785633087158,0.3006429672241211
output6.ts,7490108,138.39999437332153,0.327789306640625
