video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,311.5993618965149,0.20096778869628906
output15.ts,10896480,308.3740472793579,0.19247007369995117
output23.ts,5042724,307.168984413147,0.18306803703308105
output26.ts,5520808,309.5853090286255,0.19784021377563477
output28.ts,6103044,310.1693272590637,0.193739652633667
output21.ts,4236392,307.6947093009949,0.5814976692199707
output12.ts,8384424,307.4869155883789,0.1908407211303711
output1.ts,5095740,306.3714265823364,0.18386507034301758
output13.ts,10118536,308.9958429336548,0.1978299617767334
output22.ts,4866756,307.29899406433105,0.18890976905822754
output10.ts,8562272,308.582603931427,0.18961763381958008
output2.ts,5244072,307.39805698394775,0.19183087348937988
output5.ts,6972920,308.7644338607788,0.17887616157531738
output9.ts,8634464,309.50011014938354,0.19482088088989258
output18.ts,3497928,306.42237663269043,0.2048501968383789
output27.ts,6162828,308.9347004890442,0.18273591995239258
output8.ts,8307908,308.0683946609497,0.17810630798339844
output25.ts,5734564,307.6207160949707,0.18591880798339844
output29.ts,6691296,308.95211696624756,0.18245458602905273
output11.ts,8662288,320.0992941856384,1.2753021717071533
output20.ts,4647736,309.76518392562866,0.19041919708251953
output24.ts,5454444,311.55675649642944,0.18225932121276855
output7.ts,8027976,312.87410259246826,0.1873488426208496
output4.ts,5974076,314.04603719711304,0.18700742721557617
output14.ts,10756984,312.06321716308594,0.18858671188354492
output16.ts,4495832,308.6634397506714,0.1777052879333496
output19.ts,3990112,309.5457673072815,0.18297839164733887
output6.ts,7490108,312.5230669975281,0.18085861206054688
