video,size[kb],exec_time[s],model_load[s]
output17.ts,3526128,723.571527004242,0.2780442237854004
output15.ts,10896480,714.0939950942993,0.234114408493042
output23.ts,5042724,711.7295861244202,0.2865767478942871
output26.ts,5520808,706.305980682373,0.2681922912597656
output28.ts,6103044,733.0971240997314,0.24369335174560547
output21.ts,4236392,716.9814944267273,0.7398052215576172
output12.ts,8384424,727.8934478759766,0.24855947494506836
output1.ts,5095740,783.7894201278687,0.24123597145080566
output13.ts,10118536,737.9310250282288,0.24677157402038574
output22.ts,4866756,712.562894821167,0.24672174453735352
output10.ts,8562272,801.4323115348816,0.2352297306060791
output2.ts,5244072,714.4237637519836,0.24058246612548828
output5.ts,6972920,715.3558135032654,0.2345898151397705
output9.ts,8634464,720.0120568275452,0.2347397804260254
output18.ts,3497928,710.4066610336304,0.24275875091552734
output27.ts,6162828,722.1827268600464,0.24025464057922363
output8.ts,8307908,714.198362827301,0.24623823165893555
output25.ts,5734564,713.0890130996704,0.24335217475891113
output29.ts,6691296,796.2921977043152,0.24700331687927246
output11.ts,8662288,719.2340612411499,1.573430061340332
output20.ts,4647736,721.7450857162476,0.24564003944396973
output24.ts,5454444,724.462902545929,0.24100947380065918
output7.ts,8027976,712.0646715164185,0.23662495613098145
output4.ts,5974076,727.7137637138367,0.24157118797302246
output14.ts,10756984,716.2930488586426,0.2614469528198242
output16.ts,4495832,716.9381380081177,0.24378347396850586
output19.ts,3990112,706.6092729568481,0.23688888549804688
output6.ts,7490108,718.6792492866516,0.23281574249267578
